Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ENZL,iShares MSCI New Zealand ETF,53.33,$199.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar ETF,16.8801,$48.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,25.26,$353.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE ETF,13.72,$47.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,102.29,$6.89B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,193.67,$1.47B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/soxx
PFF,iShares Preferred and Income Securities ETF,36.88,$15.96B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pff
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.4818,$10.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,27.69,$24.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,10.38,$274.03M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,54.22,$208.2M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,34.38,$754.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,175.64,$5.21B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,96.43,$16.81B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.5,$24.5B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
IGSB,iShares Short-Term Corporate Bond ETF,53.455,$12.85B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb
ISRL,"Isramco, Inc.",119.85,$325.71M,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
ITMR,Itamar Medical Ltd.,9.89,$110.08M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/itmr
ITI,"Iteris, Inc.",5.15,$208.52M,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti
ITRM,Iterum Therapeutics plc,6.6,$94.84M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
ITRI,"Itron, Inc.",57.96,$2.28B,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,28.57,$670.69M,2005,Technology,Electronic Components,https://www.nasdaq.com/symbol/itrn
ISEE,"IVERIC bio, Inc.",1.13,$46.87M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/isee
IVENC,Ivy NextShares,100.02,$45M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.02,$43.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,99.98,$44.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc
IZEA,"IZEA Worldwide, Inc.",0.46,$15.87M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,181.74,$3.42B,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",35.85,$72.27M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",96.9,$10.35B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",81.17,$3.97B,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",133.8,$10.33B,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,73.06,$1.89B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",1.65,$9.18M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",0.794,$23.39M,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",47.22,$1.43B,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JSML,Janus Henderson Small Cap Growth Alpha ETF,41.1872,$35.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,43.0725,$92.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",0.548,$15.39M,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn
JAZZ,Jazz Pharmaceuticals plc,135.5,$7.73B,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",26.17,$37.88B,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
JRSH,"Jerash Holdings (US), Inc.",6.85,$77.58M,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
JBLU,JetBlue Airways Corporation,18.89,$5.6B,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
JCTCF,Jewett-Cameron Trading Company,7.8,$31.04M,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
JFIN,Jiayin Group Inc.,12.38,$662.33M,2019,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jfin
JMU,JMU Limited,1.075,$8.82M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",81.14,$924.1M,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,63.51,$638.28M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",4.01,$132.22M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
KALU,Kaiser Aluminum Corporation,91.63,$1.47B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu
KXIN,Kaixin Auto Holdings,1.6,$98.16M,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kxin
KALA,"Kala Pharmaceuticals, Inc.",5.05,$171.11M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala
KLDO,"Kaleido Biosciences, Inc.",6.74,$200.9M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kldo
KALV,"KalVista Pharmaceuticals, Inc.",15.49,$269.34M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5.64,$227.26M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.99,$262.38M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi
KRTX,"Karuna Therapeutics, Inc.",19.23,$450.23M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/krtx
KPTI,Karyopharm Therapeutics Inc.,7.85,$477.79M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti
KZIA,Kazia Therapeutics Limited,2.475,$15.39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzia
KBLM,KBL Merger Corp. IV,10.48,$85.6M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.29,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.9832,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.155,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,2.54,$6.58M,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
KRNY,Kearny Financial,12.7,$1.15B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",26.84,$1.05B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",28,$1.09B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",1.27,$36.22M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,7.6,$63.3M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
KEQU,Kewaunee Scientific Corporation,17.87,$49.14M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ
KTCC,Key Tronic Corporation,4.91,$52.83M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
KZR,"Kezar Life Sciences, Inc.",4.27,$81.64M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr
KFRC,"Kforce, Inc.",33.3,$807.69M,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",14.88,$378.23M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",16.55,$607.75M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",7.29,$284.35M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,0.6798,$44.94M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",7.96,$85.76M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
KNSA,"Kiniksa Pharmaceuticals, Ltd.",11.14,$211.79M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa
KNSL,"Kinsale Capital Group, Inc.",92.03,$1.96B,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",1.65,$23.37M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk
KTOV,Kitov Pharma Ltd.,0.7741,$15.05M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharma Ltd.,0.1,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw
KLAC,KLA Corporation ,126.46,$20.44B,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
KLXE,"KLX Energy Services Holdings, Inc. ",12.71,$294.22M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe
KOD,Kodiak Sciences Inc,11.46,$423.01M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod
KOPN,Kopin Corporation,1.19,$100.12M,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,30.3,$1.22B,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.99,$14.74M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,38.29,$130.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",19.55,$2.07B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos
KRYS,"Krystal Biotech, Inc.",42.76,$724.51M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
KLIC,"Kulicke and Soffa Industries, Inc.",21.28,$1.38B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",18.35,$700.69M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
KRUS,"Kura Sushi USA, Inc.",23,$181.7M,2019,n/a,n/a,https://www.nasdaq.com/symbol/krus
KVHI,"KVH Industries, Inc.",9.33,$166.82M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,23.04,$243.93M,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,8.48,$229.8M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",14.75,$87.88M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",15.22,$767.72M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,43.01,$1.09B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",10.9,$87.35M,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,193.53,$27.95B,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,77.94,$7.79B,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,147.88,$4.07B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings II, Inc.",9.78,$309.29M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings II, Inc.",10.05,$251.25M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings II, Inc.",0.85,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,10.56,$308.17M,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,23.3632,$102.15M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,16.1,$407.95M,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKN,Landmark Infrastructure Partners LP,25,$50M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn
LMRKO,Landmark Infrastructure Partners LP,25.04,$61.67M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.8041,$41.11M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",9.66,$312.67M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",106.96,$4.24B,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",22.3,$871.47M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",3.44,$77.27M,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,18.6,$2.46B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",15.68,$3.52B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",39.19,$352.29M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
LAZY,"Lazydays Holdings, Inc.",5.22,$44.22M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy
LCNB,LCNB Corporation,16.97,$220.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LPTX,"LEAP THERAPEUTICS, INC.",2.08,$47.96M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx
LEGH,Legacy Housing Corporation,12.55,$310.27M,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh
LTXB,"LegacyTexas Financial Group, Inc.",40.21,$1.96B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
INFR,Legg Mason Global Infrastructure ETF,29.952,$35.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,31.47,$620.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,24.88,$3.73M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
LACQ,Leisure Acquisition Corp.,10.2,$255M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,10.59,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.8,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LMAT,"LeMaitre Vascular, Inc.",31.06,$610.99M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",313.56,$4.07B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LEVL,"Level One Bancorp, Inc.",23.28,$179.91M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl
LXRX,"Lexicon Pharmaceuticals, Inc.",1.33,$141.34M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LX,LexinFintech Holdings Ltd.,10.08,$1.77B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LFAC,LF Capital Acquistion Corp.,10.22,$198.33M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac
LFACU,LF Capital Acquistion Corp.,10.36,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu
LFACW,LF Capital Acquistion Corp.,0.33,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw
LGIH,"LGI Homes, Inc.",68.19,$1.56B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,120.23,$3.79B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,0.9301,$16.56M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,96.26,$17.48B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,97.7,$17.74B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
LBTYA,Liberty Global plc,25.52,$18.82B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,27.2,$20.06B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,24.97,$18.42B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Latin America Ltd.,15.22,$740.41M,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,15.22,$1.99B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,28.19,$1.44B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,28.1,$1.43B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,36.04,$8.33B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,37.8,$8.74B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,40.36,$12.9B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,42,$13.43B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,40.62,$12.99B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LTRPA,"Liberty TripAdvisor Holdings, Inc.",10.66,$800.32M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",12,$900.92M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LCUT,"Lifetime Brands, Inc.",7.24,$151.48M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,10.8,$154.87M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",3.2,$50.54M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,89.51,$1.75B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,0.7001,$25.54M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",0.7475,$19.3M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",0.2912,$26.7M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",8.21,$62.75M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",2.53,$293.99M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMST,"Limestone Bancorp, Inc.",15.2,$113.4M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
LMNR,Limoneira Co,18.4,$327.02M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,1.85,$46.69M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",80.99,$5B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,18.3,$908.19M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LPCN,Lipocine Inc.,1.79,$43.99M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
LIQT,"LiqTech International, Inc.",8,$164.15M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt
YVR,Liquid Media Group Ltd.,1.6,$6.7M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/yvr
LQDA,"Liquidia Technologies, Inc.",5.91,$110.18M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",6.9,$232.19M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",155.5,$3.82B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,77,$3.73B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",18.59,$747.02M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,6.4,$12.7M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",32.03,$2.08B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LIVX,"LiveXLive Media, Inc.",2.86,$150.43M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx
LVGO,"Livongo Health, Inc.",33.53,$3.05B,2019,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/lvgo
LKQ,LKQ Corporation,25.09,$7.77B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.01,$3.13M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0089,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGC,"LogicBio Therapeutics, Inc.",10.22,$229.89M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,38.61,$6.43B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",71.3,$3.52B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,20,$36M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,21.0359,$3.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,2.32,$58.06M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,10.1693,$53.59M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.2001,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.4079,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.1499,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",13.66,$532.91M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",37.4,$1.16B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LPLA,LPL Financial Holdings Inc.,75.9,$6.25B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,4.05,$131.92M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,4.04,$104.79M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LK,Luckin Coffee Inc.,22.75,$5.35B,2019,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lk
LULU,lululemon athletica inc.,174.46,$22.73B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,51.56,$3.94B,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,20.3,$914.45M,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
